Anoste|protein1168	GO:0003713,GO:0000124
Anoalb|LOC118465359	GO:0019239,GO:0006154,GO:0005615,GO:0046103,GO:0004000
Anogam|LOC11175575	GO:0005681
Anoara|LOC120897540	GO:0016251,GO:0003677,GO:0006367,GO:0006352,GO:0005669
Anogam|LOC5667627	GO:0016887,GO:0005524
Anoalb|LOC118458565	GO:0004520,GO:0004536,GO:0006309
Anoste|protein18680	GO:0005634,GO:0000977,GO:0006357,GO:0000981
Anoalb|LOC118460346	GO:0007034
Anoara|LOC120905139	GO:0017124
Anoalb|LOC118458447	GO:0007267,GO:0005615
Anogam|LOC1273263	GO:0006357,GO:0005634,GO:0000981,GO:0000977
Anogam|LOC1269826	GO:1902936,GO:0016020
Anofun|LOC125769143	GO:0016020,GO:0055085
Anoalb|LOC118457716	GO:0005829,GO:0007165,GO:0005634,GO:0006470,GO:0019888,GO:0072542,GO:0000159
Anoara|LOC120895727	GO:0004521
Anofun|LOC125768456	GO:0016020
Anogam|LOC1278455	GO:0007165,GO:0005525,GO:0016020
Anogam|LOC1277674	GO:0005096,GO:0016192,GO:0006888,GO:0043547,GO:0005789
Anoalb|LOC118459234	GO:0006362,GO:0006383,GO:0005666,GO:0003899,GO:0005736,GO:0001056,GO:0001054
Anoste|protein6018	GO:0005044,GO:0005737,GO:0016020
Anoalb|LOC118456279	GO:0006357,GO:0030374,GO:0003713,GO:0005634
Anofun|LOC125764396	GO:0008234
Anoste|protein13463	GO:0006488
Anoalb|LOC118456860	GO:0006366
Anoste|protein10149	GO:0005615
Anoste|protein11363	GO:0022008,GO:0004806,GO:0042136,GO:0046340,GO:0005737,GO:0005886,GO:0019369,GO:0016298,GO:0016042
Anoalb|LOC118468385	GO:0005737,GO:0042051,GO:0005634,GO:0042826
Anoalb|LOC118466822	GO:0003700,GO:0006357,GO:0000981,GO:0005634,GO:0030154
Anofun|LOC125765224	GO:0004867,GO:0005615
Anoste|protein18229	GO:0012505
Anoste|protein13758	GO:0008781
Anoalb|LOC118466659	GO:0015718,GO:0008028
Anoara|LOC120898164	GO:0005739,GO:0006633,GO:0019171
Anoste|protein753	GO:0055085,GO:0016020
Anoalb|LOC118465832	GO:0061668,GO:0016020,GO:0005739,GO:0005737
Anogam|LOC1278846	GO:0097546,GO:0045504,GO:0005930
Anoalb|LOC118465407	GO:0016779,GO:0005737,GO:0006450,GO:0000049
Anoste|protein16452	GO:0003939,GO:0006062
Anoste|protein12913	GO:0005739,GO:0005747
Anogam|LOC1280261	GO:0004842,GO:0005737,GO:0051603
Anogam|LOC1280576	GO:0051765,GO:0016301,GO:0008440,GO:0005634,GO:0005737,GO:0032958
Anoalb|LOC118460645	GO:0004867,GO:0005615
Anoara|LOC120906042	GO:0016020,GO:0016757,GO:0016758,GO:0006493,GO:0009101,GO:0000139
Anogam|LOC1281874	GO:0000993,GO:0016593,GO:0003682,GO:0006368
Anoste|protein10255	GO:0007608,GO:0005615
Anoste|protein5514	GO:0005667,GO:0006357,GO:0005634
Anoste|protein12275	GO:0003713,GO:0006366
Anoara|LOC120908588	GO:0051123,GO:0016251,GO:0005669,GO:0006367
Anoalb|LOC118463418	GO:0000176,GO:0000177,GO:0004519,GO:0016075,GO:0071031,GO:0006402,GO:0000175
Anoste|protein9906	GO:0010756,GO:0005886
Anoalb|LOC118466776	GO:0005783
Anogam|LOC1281299	GO:0003677,GO:0000786,GO:0030527
Anoalb|LOC118461878	GO:0140326,GO:0005886,GO:0045332
Anoste|protein3759	GO:0047536
Anoalb|LOC118466890	GO:0005634,GO:0005737
Anoalb|LOC118467800	GO:0034625,GO:0009922,GO:0005789,GO:0016020,GO:0034626,GO:0019367,GO:0042761,GO:0030148
Anoara|LOC120901166	GO:0005743,GO:0006309,GO:0004519,GO:0005634,GO:0000014,GO:0004521
Anoste|protein9237	GO:0006434,GO:0004828,GO:0005524,GO:0000166
Anoste|protein13432	GO:0005753,GO:0015986,GO:0015078
Anoalb|LOC118460435	GO:0003899,GO:0006351,GO:0001055,GO:0005665
Anoste|protein5104	GO:0052651,GO:0004620,GO:0047372,GO:0012505,GO:0006660
Anoste|protein17460	GO:0007186,GO:0016020,GO:0005886,GO:0004995
Anoste|protein5632	GO:0006487,GO:0005783,GO:0008375,GO:0005793,GO:0005795
Anoalb|LOC118464909	GO:0006814,GO:0005272,GO:0015280,GO:0035725,GO:0016020,GO:0005886
Anogam|LOC1280539	GO:0003735,GO:0005840,GO:0006412
Anoste|protein12971	GO:0031145,GO:0070979,GO:0005680
Anogam|LOC1277133	GO:0005634,GO:0010468
Anoste|protein9943	GO:0008184,GO:0005737,GO:0030170,GO:0005980,GO:0005975
Anoalb|LOC118459267	GO:0006357,GO:0009653,GO:0030154,GO:0000978,GO:0000981
Anogam|LOC5666932	GO:0005615
Anoalb|LOC118466562	GO:0016251,GO:0005669,GO:0051123
Anoste|protein6797	GO:0016818,GO:0005739
Anoalb|LOC118468869	GO:0000978,GO:0000981,GO:0005634,GO:0006357
Anogam|LOC1272645	GO:0004364,GO:0006749
Anoara|LOC120894223	GO:0061061,GO:0030018,GO:0005912,GO:0001725,GO:0031941,GO:0030036,GO:0051371,GO:0003779
Anoalb|LOC118467843	GO:0051082,GO:0030544
Anoste|protein9960	GO:0051059,GO:0005829,GO:0007253,GO:0071356
Anoalb|LOC118459617	GO:0016020,GO:0012505
Anoalb|LOC118465654	GO:0015031,GO:0008104
Anoara|LOC120903612	GO:0031146,GO:0019005
Anofun|LOC125769968	GO:0000124,GO:0006357,GO:0003713
Anoalb|LOC118468698	GO:0097352,GO:0005737
Anoalb|LOC118456453	GO:0004361,GO:0005743,GO:0046949,GO:0050660,GO:0033539,GO:0000062
Anoalb|LOC118464328	GO:0005615
Anogam|LOC1274076	GO:0061630,GO:0008592,GO:0000209
Anogam|LOC1279501	GO:0016020
Anoalb|LOC118464845	GO:0031965
Anoste|protein11383	GO:0033017,GO:0000413,GO:0003755,GO:0005737
Anogam|LOC5667697	GO:0019185,GO:0042795,GO:0001006,GO:0042796,GO:0000978
Anoste|protein2585	GO:0005743,GO:0045271,GO:0005747,GO:0006120
Anoalb|LOC118462781	GO:0005737,GO:0005078,GO:0008432,GO:0030159,GO:0016192,GO:0019894
Anogam|LOC1281734	GO:0016020,GO:0008146,GO:0015015,GO:0017095
Anoara|LOC120902019	GO:0005634,GO:0030182,GO:0000977,GO:0000981,GO:0006357
Anoalb|LOC118468942	GO:0005778,GO:0005741,GO:0000422,GO:0043653,GO:0000266,GO:0016559
Anogam|LOC3290294	GO:0055085,GO:0015746,GO:0015141,GO:0005886,GO:0015744,GO:0015137,GO:0022857
Anogam|LOC1277888	GO:0006396,GO:0000176,GO:0005737,GO:0000178
Anoalb|LOC118468599	GO:0005929,GO:1905515,GO:0042073,GO:0030992,GO:0005794,GO:0005815
Anoste|protein10798	GO:0015986,GO:0015078
Anofun|LOC125761625	GO:0005886,GO:0016020
Anofun|LOC125772233	GO:0042277,GO:0008270,GO:0016020,GO:0006508,GO:0070006,GO:0005615,GO:0043171,GO:0005737
Anoalb|LOC118459503	GO:0004735,GO:0055129
Anoste|protein1119	GO:0060294,GO:0015630,GO:0060271,GO:0005634
Anogam|LOC5666744	GO:0061630,GO:0016567,GO:0030155
Anoste|protein18562	GO:0006508,GO:0005615,GO:0043171,GO:0070573
Anoalb|LOC118465733	GO:0000981,GO:0005634,GO:0006357
Anoste|protein17649	GO:0005667,GO:0003714,GO:0006357,GO:0045892,GO:0000118
Anoalb|LOC118461204	GO:0008251,GO:0008033
Anoalb|LOC118467619	GO:0030154,GO:0000981,GO:0006357,GO:0000978,GO:0005634
Anoste|protein58	GO:0016020
Anoalb|LOC118461868	GO:0005634,GO:0017116,GO:0005524,GO:0042555,GO:0003677,GO:0003697
Anogam|LOC3292016	GO:0005737,GO:0005886
Anoalb|LOC118466591	GO:0043596,GO:0000724,GO:0031297
Anogam|LOC11175965	GO:0060271,GO:0034464,GO:0097500
Anoste|protein9206	GO:0060294,GO:0015630,GO:0060271,GO:0005634
Anoste|protein4366	GO:0000281,GO:0005768
Anoste|protein16676	GO:0005634,GO:0000981,GO:0006357,GO:0043565
Anoste|protein16957	GO:0015439,GO:0016020,GO:0005774,GO:0015886,GO:0042626,GO:0020037,GO:0055085
Anoalb|LOC118459071	GO:1990904,GO:0003924,GO:0043022,GO:0042256,GO:0005829
Anoste|protein18630	GO:0005634,GO:0005737
Anogam|LOC1280953	GO:0017171,GO:0016298,GO:0016042,GO:0005615
Anoalb|LOC118464787	GO:0005524,GO:0006457,GO:0016887,GO:0140662,GO:0051082
Anoste|protein15989	GO:0016081,GO:0061789,GO:0005516,GO:0019992,GO:0030672,GO:0098831,GO:0099525,GO:0016082,GO:0005886,GO:0035249,GO:0007268,GO:0043195,GO:0031594,GO:0017075,GO:0042734
Anoara|LOC120904230	GO:0061630,GO:0030514,GO:0043161,GO:0006511,GO:0005737,GO:0016567
Anoalb|LOC118468985	GO:0010494,GO:0034063,GO:0003729,GO:0003723
Anoste|protein5175	GO:0097363,GO:0006493,GO:0016757
Anofun|LOC125761110	GO:0034975,GO:0005737,GO:0016020
Anoalb|LOC118465432	GO:0004222,GO:0006627,GO:0005739
Anoalb|LOC118466943	GO:0031011,GO:0006338
Anogam|LOC1281588	GO:0030627,GO:0000395,GO:0005685,GO:0000398
Anoalb|LOC118456932	GO:0030154,GO:0005634,GO:0048856,GO:0004725,GO:2001240,GO:0045739
Anoalb|LOC118467598	GO:0005254
Anogam|LOC133393304	GO:0005737,GO:0005634,GO:0042826
Anoalb|LOC118464234	GO:0016342,GO:0008013,GO:0051015,GO:0098609,GO:0005912,GO:0016477
Anoste|protein3497	GO:0015347,GO:0016323,GO:0016020,GO:0055085,GO:0043252
Anofun|LOC125761939	GO:0005615,GO:0017171,GO:0016298,GO:0016042
Anoara|LOC120905486	GO:0004143,GO:0016020,GO:0007165,GO:0005886
Anoara|LOC120899596	GO:0035091,GO:0043231,GO:0005769
Anogam|LOC1269653	GO:0031902,GO:0035658,GO:0010506,GO:0005765
Anogam|LOC1271601	GO:0005634
Anoste|protein6935	GO:0001540,GO:0042985,GO:0005886,GO:0005794,GO:0070062
Anogam|LOC1271053	GO:0003924,GO:0005047,GO:0016020,GO:0006605,GO:0045047,GO:0005789
Anoalb|LOC118465644	GO:0001708,GO:0000981,GO:0000785,GO:0000978,GO:0006357,GO:0005634,GO:0006355,GO:0003700
Anoste|protein6351	GO:0016491,GO:0004033
Anoalb|LOC118468452	GO:0006468,GO:0005794,GO:0004674,GO:0016773
Anoste|protein11324	GO:0005737,GO:0019005,GO:0016567,GO:0005634
Anofun|LOC125764475	GO:0005737,GO:0042826,GO:0005634
Anogam|LOC5667222	GO:0005737
Anogam|LOC1269682	GO:0004089,GO:0005737,GO:0008270
Anoalb|LOC118465490	GO:0031012,GO:0005615
Anofun|LOC125774750	GO:0005615,GO:0007608
Anoalb|LOC118457020	GO:0008270
Anoste|protein17253	GO:0022857
Anofun|LOC125763228	GO:0000139,GO:0016020,GO:0090481,GO:0015165
Anoalb|LOC118459480	GO:0003924
Anogam|LOC133393866	GO:0005758
Anoste|protein18384	GO:0007186
Anogam|LOC1278489	GO:0005739,GO:0006412,GO:0003924,GO:0032543
Anofun|LOC125766866	GO:0005216,GO:0004888,GO:0034220,GO:0016020
Anoalb|LOC118456994	GO:0005737,GO:0004674,GO:0018209
Anoste|protein17412	GO:0044878,GO:0030496,GO:0009838,GO:0032266,GO:0005813,GO:0032154
Anogam|LOC1277606	GO:0009312
Anoste|protein15468	GO:0005739
Anoste|protein6312	GO:0005737,GO:0005085,GO:0016477,GO:0043087
Anoara|LOC120894472	GO:0006414,GO:0003746
Anoalb|LOC118461885	GO:0004016,GO:0005737
Anoalb|LOC118457708	GO:0070888,GO:0045944,GO:0005634,GO:0009653,GO:0003700
Anogam|LOC1273741	GO:0008395,GO:0016712,GO:0005737,GO:0043231,GO:0006082,GO:0006805,GO:0020037
Anoste|protein14910	GO:0005096,GO:0031267,GO:0043087
Anoalb|LOC118460351	GO:0006357,GO:0000978,GO:0030154,GO:0000981,GO:0005634
Anogam|LOC1276768	GO:0008410,GO:0008260,GO:0005739,GO:0046950
Anoalb|LOC118464661	GO:0035869,GO:1905515
Anogam|LOC1273059	GO:0000139
Anoste|protein17231	GO:0007608,GO:0050911,GO:0004984,GO:0005549,GO:0005886,GO:0016020
Anofun|LOC125766344	GO:0005814,GO:0060271,GO:0005929,GO:0042073,GO:0030992
Anoalb|LOC118464642	GO:0051726,GO:0043066,GO:0043027,GO:0005737,GO:0005634,GO:0031398,GO:0061630
Anogam|LOC1274833	GO:0000812
Anogam|LOC1276602	GO:0008250
Anogam|LOC1270845	GO:0016592,GO:0003713,GO:0008134,GO:0045944
Anofun|LOC125770443	GO:0006508,GO:0004252,GO:0005615
Anoste|protein11155	GO:0000981,GO:0005634,GO:0000977,GO:0006357
Anoalb|LOC118459436	GO:0007608,GO:0016020,GO:0005549,GO:0050911,GO:0005886,GO:0004984
Anogam|LOC133393933	GO:0035307,GO:0051721,GO:0005783,GO:0042326
Anoste|protein15076	GO:0009986,GO:0043235,GO:0007219,GO:0007411,GO:0005886
Anogam|LOC133392888	GO:0034551,GO:0005739
Anogam|LOC1280738	GO:0005763,GO:0003735
Anoste|protein3466	GO:0006417,GO:0005737,GO:0003729
Anoste|protein13265	GO:0003924
Anoste|protein6648	GO:0016192,GO:0007264,GO:0005737,GO:0005092,GO:0005093
Anoste|protein2091	GO:0005737,GO:0005085
Anoste|protein5164	GO:0022857,GO:0016020,GO:0055085
Anoste|protein16410	GO:0000776,GO:0005654,GO:0007094,GO:0005737
Anogam|LOC1279199	GO:0046084,GO:0005829,GO:0004641,GO:0006189,GO:0006164,GO:0004637
Anoste|protein1021	GO:0006635,GO:0005524,GO:0015910,GO:0042626,GO:0005778,GO:0007031,GO:0005324,GO:0042760
Anoste|protein6550	GO:0031012,GO:0005615
Anoste|protein8875	GO:0016020,GO:1902936
Anogam|LOC1281857	GO:0016646,GO:0004074,GO:0042602
Anoalb|LOC118460042	GO:0033041,GO:0007606,GO:0050916
Anoste|protein10405	GO:0005739
Anoste|protein10939	GO:0016491
Anofun|LOC125766293	GO:0005886,GO:1902476,GO:0005254
Anoalb|LOC118463202	GO:0003700,GO:0006355,GO:0000785,GO:0000981,GO:0001708,GO:0005634,GO:0000978,GO:0006357
Anofun|LOC125762914	GO:0001717,GO:0001514,GO:0098621,GO:0000049
Anoste|protein17137	GO:0005802,GO:0007030,GO:0005765,GO:0004430,GO:0046854,GO:0007032,GO:0005886,GO:0005768
Anoste|protein555	GO:0005085,GO:0051496,GO:0030036
Anoste|protein3161	GO:0019432,GO:0006629,GO:0004144,GO:0008374,GO:0005789
Anofun|LOC125762547	GO:0006396
Anogam|LOC1279242	GO:0004438
Anogam|LOC1277785	GO:0005794
Anoste|protein6497	GO:0042393,GO:0045892,GO:0003682,GO:0035102,GO:0005634
Anoste|protein16108	GO:1990573,GO:0030007,GO:0005391,GO:0019829,GO:0005886,GO:0006883,GO:0036376,GO:1902600
Anoalb|LOC118460552	GO:0051017,GO:0051015,GO:0005737
Anoste|protein5324	GO:0004521,GO:0090304
Anoste|protein10331	GO:0005794,GO:0004653,GO:0006493
Anoalb|LOC118465032	GO:0004601
Anoste|protein16001	GO:0015718,GO:0008028
Anofun|LOC125769860	GO:0062023,GO:0005615
Anoalb|LOC118460808	GO:0009653,GO:0005829
Anoste|protein18375	GO:0005739
Anoalb|LOC118460829	GO:0000977,GO:0006986,GO:0005634,GO:0006357,GO:0000981
Anofun|LOC125767124	GO:0005615,GO:0062023
Anofun|LOC125772089	GO:0004867,GO:0005615
Anoste|protein17445	GO:0005739,GO:0019136,GO:0005737
Anoalb|LOC118462939	GO:0005634,GO:0004693,GO:0000083,GO:0006468,GO:0004674,GO:0005737
Anoara|LOC120893274	GO:0010506,GO:0000993,GO:0003682,GO:1904263,GO:0005634
Anoalb|LOC118464825	GO:0099503
Anofun|LOC125762229	GO:0017046,GO:0007165,GO:0038023
Anoalb|LOC118467634	GO:0008422,GO:0004553,GO:0005975
Anofun|LOC125771294	GO:0072659,GO:0005886,GO:0046854
Anoalb|LOC118461430	GO:0043130,GO:0016236,GO:0000407
Anoalb|LOC118463465	GO:0004586,GO:0005737,GO:0033387,GO:0006596
Anogam|LOC133392705	GO:0005730,GO:0000463,GO:0000466
Anoalb|LOC118459917	GO:0018023,GO:0016279,GO:0018026
Anoste|protein3868	GO:0031012,GO:0005615
Anoara|LOC120896323	GO:0005929
Anoste|protein6207	GO:0000981,GO:0006357,GO:0000978
Anogam|LOC1273205	GO:0140662
Anoalb|LOC118460343	GO:0005085
Anoste|protein14920	GO:0006874,GO:0005783
Anogam|LOC1277418	GO:0008483
Anoara|LOC120895640	GO:0032977,GO:0051205,GO:0033617,GO:0016020,GO:0032979,GO:0005743
Anoste|protein8716	GO:0005741,GO:0030943,GO:0045039,GO:0008320,GO:0030150
Anoste|protein9197	GO:1903358,GO:0043406,GO:0090443,GO:0019901
Anofun|LOC125768966	GO:0031032,GO:0005856,GO:0005886
Anoste|protein10586	GO:0005681,GO:0000387,GO:0005829,GO:0034715,GO:0045292
Anogam|LOC3290763	GO:0030308
Anoalb|LOC118461123	GO:0097060,GO:0005096,GO:0016477,GO:0046578,GO:0030030
Anoalb|LOC118463059	GO:0043022,GO:0003743,GO:0005739,GO:0032790,GO:0070124,GO:0006413
Anoalb|LOC118460366	GO:0005844
Anoalb|LOC118458541	GO:0006357,GO:0005634
Anoalb|LOC118464656	GO:0003713,GO:0016592,GO:0045944
Anoalb|LOC118457243	GO:0008194
Anoste|protein3669	GO:0005813,GO:0044782,GO:0036064
Anoalb|LOC118466332	GO:0017109,GO:0035229,GO:0030234,GO:0006750,GO:0035226
Anoalb|LOC118467858	GO:0031012,GO:0005615
Anoara|LOC120896874	GO:0045944,GO:0005669,GO:0008134,GO:0002039
Anoalb|LOC118457511	GO:0045944,GO:0005634,GO:0000278,GO:0000981,GO:0006355,GO:0000978
Anoste|protein4609	GO:0005886,GO:0007608,GO:0004984,GO:0050911,GO:0016020,GO:0005549
Anoalb|LOC118462692	GO:0005615,GO:0005604,GO:0007160
Anoste|protein3098	GO:0016020,GO:0003333,GO:0015179
Anoalb|LOC118457532	GO:0004521,GO:0005743,GO:0005634,GO:0004519,GO:0006309,GO:0000014
Anofun|LOC125762551	GO:0000981,GO:0000978,GO:0005634,GO:0006357
Anogam|LOC1281701	GO:0050218,GO:0005759
Anoalb|LOC118466377	GO:0046488,GO:0035556,GO:0051209,GO:0004435,GO:0032587,GO:0048015,GO:0010634
Anoalb|LOC118466913	GO:0005085,GO:0090630,GO:0007264
Anofun|LOC125767890	GO:0006508,GO:0004181,GO:0005615
Anoalb|LOC118459025	GO:0032504,GO:0005615
Anoste|protein12914	GO:0005739,GO:0005829,GO:0045454
Anoste|protein12177	GO:0005886,GO:0016020,GO:0006814,GO:0035725,GO:0015280,GO:0005272
Anoalb|LOC118456667	GO:0017119,GO:0007030,GO:0015031,GO:0016020,GO:0006891
Anoste|protein596	GO:0007265,GO:0005085,GO:0007264,GO:0005886
Anoalb|LOC118462004	GO:0005739,GO:0005737,GO:0016020,GO:0061668
Anoste|protein3885	GO:0005615,GO:0031012
Anoalb|LOC118465045	GO:0005737,GO:0006081,GO:0004029
Anofun|LOC125766258	GO:0016298,GO:0017171,GO:0005615,GO:0016042
Anoalb|LOC118464217	GO:0006886,GO:0032588,GO:0005543,GO:0034315
Anogam|LOC1277805	GO:0008270,GO:0005634
Anoalb|LOC118461420	GO:0004438,GO:0005737,GO:0019903,GO:0010506,GO:0046856,GO:0016020,GO:0052629
Anoara|LOC120901100	GO:0005764,GO:0008474,GO:0043231,GO:0016790,GO:0006898,GO:0002084
Anoste|protein4667	GO:0019367,GO:0016020,GO:0034626,GO:0005789,GO:0034625,GO:0009922,GO:0030148,GO:0042761
Anogam|LOC1279866	GO:0043235,GO:0004714,GO:0033674,GO:0005886,GO:0007275,GO:0007169
Anoalb|LOC118463974	GO:0005615,GO:0006508,GO:0004181
Anofun|LOC125760505	GO:0004386,GO:0003723,GO:0000462,GO:0005622,GO:0005730
Anofun|LOC125772824	GO:0004029
Anoalb|LOC118466895	GO:0006390,GO:0006392,GO:0042645,GO:0030337
Anoste|protein15219	GO:0004521,GO:0003727,GO:0005759
Anofun|LOC125762313	GO:0033499,GO:0005996,GO:0003978,GO:0005829
Anogam|LOC1279290	GO:0008010,GO:0062129
Anoalb|LOC118467805	GO:0005615
Anoste|protein17187	GO:0005681,GO:0000398,GO:0003723
Anogam|LOC1281489	GO:0005096,GO:0051056,GO:0005737
Anogam|LOC1277408	GO:0005783,GO:0046856,GO:0043812
Anogam|LOC1274870	GO:0030686,GO:0005730,GO:0032040
Anofun|LOC125766004	GO:0031647,GO:0019005
Anogam|LOC1271234	GO:0006906,GO:0012507,GO:0048280,GO:0031902,GO:0006896,GO:0000149,GO:0016236,GO:0006891,GO:0005789,GO:0005794,GO:0042147,GO:0005484,GO:0031201
Anogam|LOC1272338	GO:0015629,GO:0051015,GO:0007015
Anoste|protein11271	GO:0007165,GO:0016020,GO:0005525
Anogam|LOC1269998	GO:0005737,GO:0004337,GO:0016765,GO:0008299,GO:0045337,GO:0004161
Anoste|protein6345	GO:0005829,GO:0030488
Anoalb|LOC118457888	GO:0007608,GO:0005615
Anoste|protein15121	GO:0008083
Anoste|protein13417	GO:0016020,GO:0055085
Anoalb|LOC118463748	GO:0016020,GO:0005886
Anoalb|LOC118468904	GO:0000221,GO:0046961,GO:1902600,GO:0005765
Anoste|protein6801	GO:0031012,GO:0005615
Anoste|protein6908	GO:0007264,GO:0043547,GO:0005085
Anoara|LOC120908833	GO:0004568,GO:0008061,GO:0005576,GO:0006032
Anoste|protein9453	GO:0005634
Anoste|protein11250	GO:0004674,GO:0031032,GO:0005856,GO:0005737,GO:0018107
Anoste|protein4973	GO:0016616,GO:0005811
Anofun|LOC125760786	GO:0005658,GO:0006270
Anoste|protein4561	GO:0015986,GO:0000275,GO:0045259,GO:0046933
Anoalb|LOC118457503	GO:0032040,GO:0005730
Anoste|protein4730	GO:0005938,GO:0035317
Anoalb|LOC118463243	GO:0042147,GO:0000938
Anoalb|LOC118468493	GO:0006614,GO:0008312,GO:0005786,GO:0043022
Anoste|protein9074	GO:0005615,GO:0004181,GO:0006508
Anoste|protein14344	GO:0007264,GO:0005525
Anogam|LOC1271653	GO:0005634,GO:0006357,GO:0000981,GO:0000978
Anogam|LOC1281117	GO:0005634,GO:0016973,GO:0003723
Anoara|LOC120906018	GO:0030490,GO:0030692,GO:0005730,GO:0032040
Anoste|protein2947	GO:0060271,GO:0036038
Anoalb|LOC118459033	GO:0005634,GO:0006355,GO:0043565,GO:1990837,GO:0006357
Anoalb|LOC118460990	GO:0003700,GO:0000978,GO:0000981,GO:0006357
Anofun|LOC125772219	GO:0003700
Anoste|protein6503	GO:0016020,GO:0000146,GO:0015629,GO:0007015,GO:0005737,GO:0051015
Anofun|LOC125770433	GO:0005886,GO:0007186,GO:0004930
Anoalb|LOC118468594	GO:0017080,GO:0002028,GO:0005886
Anofun|LOC125770060	GO:0004252
Anoste|protein16090	GO:0005102
Anoste|protein12340	GO:0005762
Anoalb|LOC118465823	GO:0005886
Anoalb|LOC118457447	GO:0004984,GO:0043025,GO:0030424,GO:0030425
Anoste|protein13384	GO:0005744,GO:0030150,GO:0008320
Anoste|protein8937	GO:1902936,GO:0016020
Anoste|protein6892	GO:0047938,GO:0005737
Anoalb|LOC118461518	GO:0005853,GO:0006414,GO:0005829,GO:0003746,GO:0005085
Anoste|protein9031	GO:0018344,GO:0018342,GO:0004662,GO:0005953,GO:0008318
Anoalb|LOC118463923	GO:0005929,GO:0061512
Anoalb|LOC118468548	GO:0006413,GO:0005852,GO:0003743,GO:0005737
Anoalb|LOC118461410	GO:0036158,GO:0005737
Anoste|protein11866	GO:0016020,GO:0006820,GO:0022857
Anoalb|LOC118468758	GO:0008234
Anogam|LOC1281262	GO:0006032,GO:0004568,GO:0008061,GO:0005576
Anoalb|LOC118461201	GO:0005794,GO:0005783
Anoste|protein18714	GO:0007635,GO:0008049,GO:0043025,GO:0030424,GO:0030425
Anoalb|LOC118456305	GO:0003723
Anoalb|LOC118456622	GO:0007059,GO:0000278,GO:0051301,GO:0000940,GO:0072686,GO:0031110,GO:0008017,GO:0005876
Anoste|protein16507	GO:0006974,GO:0003697,GO:0106300
Anoalb|LOC118456918	GO:0016020,GO:0005829
Anoste|protein12428	GO:0005634,GO:0006357,GO:0000981
Anogam|LOC1273668	GO:0005634,GO:0000398,GO:0005681
Anoalb|LOC118460560	GO:0090162
Anoste|protein10571	GO:0051452,GO:0032580,GO:0008308
Anoalb|LOC118457062	GO:0033588,GO:0005829,GO:0002926,GO:0002098,GO:0000049
Anoalb|LOC118456641	GO:0031123,GO:0016779,GO:1990817
Anofun|LOC125769567	GO:0016042,GO:0016298,GO:0017171,GO:0005615
Anoste|protein7629	GO:0000338,GO:0008180,GO:0010387
Anoste|protein5623	GO:0061665,GO:0000785,GO:0003712,GO:0016925,GO:0006357
Anogam|LOC1273647	GO:0007275,GO:0005737,GO:0006511,GO:0061630,GO:0031624,GO:0043161
Anoste|protein6389	GO:0003837,GO:0033396,GO:0016811
Anoalb|LOC118456937	GO:0016192
Anoalb|LOC118457898	GO:0006357,GO:0005634
Anofun|LOC125762114	GO:0016485,GO:0004181,GO:0005615,GO:0006518
Anogam|LOC11175925	GO:0006383,GO:0000127
Anoalb|LOC118461455	GO:0005730
Anoalb|LOC118458943	GO:0004252,GO:0006508
Anoalb|LOC118466991	GO:0035269,GO:0005783,GO:0000030
Anofun|LOC125768040	GO:0004222
Anoalb|LOC118465649	GO:0042030,GO:0051087,GO:0005737
Anoalb|LOC118468736	GO:0016020,GO:0038007,GO:0008045,GO:0005042
Anogam|LOC5668094	GO:0006749,GO:0004364
Anofun|LOC125760812	GO:0016311,GO:0016791,GO:0046380,GO:0050124
Anofun|LOC125765363	GO:0005615,GO:0032504
Anoara|LOC120906669	GO:0006357,GO:0000977,GO:0000981
Anoste|protein1648	GO:0005886,GO:0008188,GO:0007218
Anofun|LOC125769306	GO:0003723
Anofun|LOC125766945	GO:0005886,GO:0016020,GO:0050911,GO:0007608,GO:0005549,GO:0004984
Anogam|LOC1279143	GO:0005109,GO:0007275,GO:0005102,GO:0005125,GO:0030182,GO:0045165,GO:0005615,GO:0005576,GO:0016055,GO:0060070
Anogam|LOC1275626	GO:0003995,GO:0000062,GO:0017099
Anoara|LOC120905476	GO:0016567,GO:0007219
Anoalb|LOC118459487	GO:0008988,GO:0016740,GO:0031167
Anoste|protein16077	GO:0016020,GO:1902936
Anogam|LOC1277822	GO:0005634,GO:0010468
Anoalb|LOC118461174	GO:0042026,GO:0140662
Anoara|LOC120893696	GO:0016020
Anogam|LOC133392711	GO:0005737,GO:0051015,GO:0051014,GO:0015629,GO:0008154,GO:0005546,GO:0051016
Anoste|protein15914	GO:0048487,GO:0006457,GO:0007023,GO:0015631,GO:0005829,GO:0015630,GO:0007021
Anoste|protein15011	GO:0006412,GO:0003735,GO:0005762
Anogam|LOC4576727	GO:0005615,GO:0031012
Anoalb|LOC118465096	GO:0043547,GO:0005096
Anoalb|LOC118468837	GO:0005811,GO:0016616
Anoalb|LOC118458785	GO:0042562,GO:0006898,GO:0005886,GO:0016324,GO:0043235
Anoste|protein18143	GO:0051087,GO:0051787,GO:0005783,GO:0034975
Anoste|protein6416	GO:0005829,GO:0033365,GO:0008093,GO:0070507,GO:0034452,GO:0070840,GO:0072393,GO:0005794
Anoste|protein6319	GO:0031146,GO:0019005
Anoste|protein13223	GO:0048786,GO:0050808,GO:0007528
