Anoara|LOC120896777	GO:0071013(PANTHER)
Anoste|protein7196	GO:0016020(InterPro)|GO:0016485(InterPro)|GO:0043085(InterPro)
Anogam|LOC1272172	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0007165(InterPro)
Anofun|LOC125769780	GO:0000795(PANTHER)|GO:0000795(InterPro)|GO:0007129(PANTHER)|GO:0007131(InterPro)|GO:0016925(PANTHER)|GO:0019789(PANTHER)|GO:0019789(InterPro)
Anoalb|LOC118462037	GO:0019005(PANTHER)|GO:0031647(PANTHER)
Anogam|LOC3291907	-
Anoalb|LOC118459461	-
Anoalb|LOC118460435	GO:0001055(PANTHER)|GO:0003899(PANTHER)|GO:0003899(InterPro)|GO:0005665(PANTHER)|GO:0006351(InterPro)
Anoalb|LOC118457189	GO:0005886(PANTHER)|GO:0007156(PANTHER)|GO:0008046(PANTHER)|GO:0030424(PANTHER)|GO:0043025(PANTHER)|GO:0050808(PANTHER)
Anoste|protein1528	-
Anoste|protein8970	GO:0000302(PANTHER)|GO:0005737(PANTHER)|GO:0006629(PANTHER)
Anoalb|LOC118467481	GO:0005634(PANTHER)|GO:0005737(PANTHER)
Anoalb|LOC118464990	GO:0004252(PANTHER)
Anofun|LOC125764030	GO:0004252(PANTHER)
Anoalb|LOC118467598	GO:0005254(PANTHER)
Anogam|LOC5668291	GO:0000978(PANTHER)|GO:0000981(PANTHER)|GO:0003700(InterPro)|GO:0005634(PANTHER)|GO:0006355(InterPro)|GO:0006357(PANTHER)
Anoalb|LOC118457987	GO:0016255(PANTHER)|GO:0016255(InterPro)|GO:0042765(InterPro)|GO:0042765(PANTHER)
Anofun|LOC125774907	GO:0016020(PANTHER)|GO:0042626(PANTHER)|GO:0055085(PANTHER)
Anogam|LOC1274686	GO:0005737(PANTHER)|GO:0030488(PANTHER)
Anoalb|LOC118459214	-
Anofun|LOC125763573	GO:0005829(PANTHER)|GO:0008104(PANTHER)|GO:0016020(PANTHER)|GO:0019901(PANTHER)
Anoste|protein3617	GO:0006020(PANTHER)|GO:0007165(PANTHER)|GO:0008934(PANTHER)|GO:0046855(PANTHER)
Anoste|protein11155	GO:0000977(PANTHER)|GO:0000981(PANTHER)|GO:0005634(PANTHER)|GO:0006357(PANTHER)
Anoste|protein2719	GO:0005385(PANTHER)|GO:0006882(PANTHER)|GO:0010312(PANTHER)|GO:0016020(PANTHER)|GO:0071577(PANTHER)
Anoalb|LOC118458803	GO:0005615(PANTHER)|GO:0007608(PANTHER)
Anoalb|LOC118464771	GO:0008506(PANTHER)|GO:0016020(PANTHER)
Anogam|LOC1281627	GO:0005634(PANTHER)|GO:0005737(PANTHER)|GO:0008408(PANTHER)
Anofun|LOC125762914	GO:0000049(PANTHER)|GO:0001514(PANTHER)|GO:0001717(InterPro)|GO:0098621(InterPro)
Anogam|LOC1269314	GO:0003712(PANTHER)|GO:0006357(PANTHER)|GO:0016592(PANTHER)
Anoalb|LOC118462505	GO:0005886(PANTHER)
Anoste|protein2510	GO:0008081(PANTHER)
Anoara|LOC120904420	-
Anoalb|LOC118465529	GO:0005096(InterPro)|GO:0005096(PANTHER)|GO:0007420(PANTHER)|GO:0007420(InterPro)|GO:0008277(PANTHER)|GO:0031267(PANTHER)|GO:0032012(InterPro)|GO:0032012(PANTHER)|GO:0036465(PANTHER)|GO:0045202(PANTHER)
Anoste|protein3741	-
Anogam|LOC1281171	GO:0000978(PANTHER)|GO:0000981(PANTHER)|GO:0006355(PANTHER)
Anoste|protein9549	GO:0004181(PANTHER)|GO:0005615(PANTHER)|GO:0006508(PANTHER)
Anoalb|LOC118465883	GO:0005886(PANTHER)|GO:0007266(PANTHER)|GO:0030139(PANTHER)|GO:0030424(PANTHER)|GO:0043542(PANTHER)
Anoste|protein16507	GO:0003697(InterPro)|GO:0006974(InterPro)|GO:0106300(InterPro)
Anoste|protein7847	GO:0005886(PANTHER)
Anoste|protein4543	GO:0005506(InterPro)|GO:0016491(InterPro)|GO:0016491(PANTHER)
Anofun|LOC125764841	GO:0003917(PANTHER)|GO:0005730(PANTHER)|GO:0006260(PANTHER)|GO:0006265(PANTHER)|GO:0007059(PANTHER)
Anogam|LOC1270498	GO:0003723(PANTHER)|GO:0005739(PANTHER)|GO:1903108(PANTHER)
Anoste|protein13839	GO:0005737(PANTHER)|GO:0006473(PANTHER)|GO:0008080(InterPro)|GO:0008080(PANTHER)|GO:1905502(PANTHER)
Anoalb|LOC118466566	GO:0007098(PANTHER)
Anoste|protein1120	-
Anoalb|LOC118457914	-
Anogam|LOC1276032	-
Anogam|LOC1276303	GO:0000122(PANTHER)|GO:0000122(InterPro)|GO:0016581(PANTHER)
Anoalb|LOC118467185	GO:0000045(PANTHER)|GO:0000423(PANTHER)|GO:0043231(PANTHER)|GO:0080008(PANTHER)|GO:1990756(PANTHER)
Anoalb|LOC118458131	GO:0098609(PANTHER)
Anofun|LOC125772322	GO:0005615(PANTHER)
Anofun|LOC125764834	GO:0000298(PANTHER)|GO:0005634(PANTHER)|GO:0005737(PANTHER)|GO:0008486(PANTHER)|GO:0034431(PANTHER)|GO:0034432(PANTHER)|GO:0050072(PANTHER)|GO:0071543(PANTHER)|GO:1901907(PANTHER)|GO:1901909(PANTHER)|GO:1901911(PANTHER)
Anoalb|LOC118457635	-
Anogam|LOC1280169	-
Anoalb|LOC118457603	GO:0000014(PANTHER)|GO:0004519(PANTHER)|GO:0004521(PANTHER)|GO:0005634(PANTHER)|GO:0005743(PANTHER)|GO:0006309(PANTHER)
Anoara|LOC120906855	GO:0005737(PANTHER)|GO:0007169(PANTHER)|GO:0007265(PANTHER)|GO:0043410(PANTHER)
Anoste|protein11051	-
Anoara|LOC120893770	GO:0070603(PANTHER)
Anogam|LOC133393332	-
Anoalb|LOC118458831	GO:0000977(PANTHER)|GO:0000981(PANTHER)|GO:0005634(PANTHER)|GO:0006357(PANTHER)|GO:0009790(PANTHER)|GO:0009880(PANTHER)|GO:0048619(PANTHER)
Anoste|protein4795	GO:0006891(PANTHER)|GO:0006891(InterPro)|GO:0017119(PANTHER)|GO:0017119(InterPro)
Anoara|LOC120897154	GO:0003713(PANTHER)|GO:0005634(PANTHER)|GO:0045944(PANTHER)
Anogam|LOC1279400	GO:0016263(PANTHER)|GO:0016267(PANTHER)
Anogam|LOC11175482	GO:0005634(PANTHER)
Anoalb|LOC118457899	GO:0003700(PANTHER)|GO:0005634(PANTHER)|GO:0009653(PANTHER)|GO:0045944(PANTHER)|GO:0070888(PANTHER)
Anoara|LOC120897192	GO:0005794(InterPro)|GO:0007165(InterPro)|GO:0007165(PANTHER)
Anoste|protein17676	GO:0005730(PANTHER)|GO:0051015(PANTHER)|GO:0055120(PANTHER)|GO:0071013(PANTHER)
Anoara|LOC120897267	GO:0000724(PANTHER)|GO:0097196(PANTHER)
Anoalb|LOC118460662	GO:0004867(InterPro)|GO:0005615(InterPro)|GO:0005615(PANTHER)
Anoalb|LOC118463647	-
Anogam|LOC1277406	GO:0005884(PANTHER)|GO:0030427(PANTHER)|GO:0030833(PANTHER)|GO:0030864(PANTHER)|GO:0051015(PANTHER)
Anoara|LOC120894363	GO:0000281(PANTHER)|GO:0005085(InterPro)|GO:0005096(InterPro)|GO:0005634(PANTHER)|GO:0005634(InterPro)|GO:0005737(InterPro)|GO:0005938(PANTHER)|GO:0007399(PANTHER)|GO:0043547(InterPro)|GO:0090630(PANTHER)|GO:2000431(InterPro)
Anogam|LOC1268985	GO:0005765(PANTHER)|GO:0005886(PANTHER)|GO:0016020(InterPro)|GO:0031902(PANTHER)|GO:0072594(PANTHER)
Anoste|protein9174	-
Anoalb|LOC118462520	-
Anogam|LOC3291555	GO:0005615(PANTHER)|GO:0007608(PANTHER)
Anofun|LOC125769508	-
Anoalb|LOC118468923	-
Anofun|LOC125765663	GO:0003779(InterPro)|GO:0005938(PANTHER)|GO:0008017(PANTHER)|GO:0016192(InterPro)|GO:0030041(PANTHER)|GO:0030659(PANTHER)|GO:0036089(PANTHER)|GO:0040038(PANTHER)|GO:0045010(InterPro)|GO:0046907(PANTHER)|GO:0048193(PANTHER)|GO:0051295(PANTHER)|GO:0051639(PANTHER)
Anoalb|LOC118456534	GO:0007411(PANTHER)|GO:0043005(PANTHER)
Anoste|protein7076	GO:0006511(PANTHER)|GO:0008541(PANTHER)
Anoalb|LOC118468548	GO:0003743(PANTHER)|GO:0003743(InterPro)|GO:0005737(InterPro)|GO:0005852(InterPro)|GO:0005852(PANTHER)|GO:0006413(PANTHER)
Anoalb|LOC118458650	-
Anoste|protein13169	GO:0009101(InterPro)|GO:0016757(InterPro)
Anogam|LOC1270972	GO:0000439(PANTHER)|GO:0000439(InterPro)|GO:0001671(InterPro)|GO:0003690(PANTHER)|GO:0005675(PANTHER)|GO:0006289(PANTHER)|GO:0006289(InterPro)|GO:0070816(PANTHER)
Anoara|LOC120897133	GO:0000956(PANTHER)|GO:0003723(PANTHER)|GO:0005730(PANTHER)|GO:0006364(PANTHER)|GO:0030687(PANTHER)|GO:0042273(PANTHER)
Anoste|protein10758	GO:0004802(PANTHER)|GO:0030976(PANTHER)
Anofun|LOC125774841	-
Anoara|LOC120897415	GO:0005886(PANTHER)|GO:0006508(PANTHER)|GO:0008239(PANTHER)
Anoalb|LOC118459678	GO:0004888(InterPro)|GO:0005216(InterPro)|GO:0016020(InterPro)|GO:0034220(InterPro)
Anogam|LOC1274902	GO:0004252(PANTHER)
Anofun|LOC125760980	GO:0005684(PANTHER)|GO:0071014(PANTHER)
Anoste|protein13609	GO:0005789(PANTHER)|GO:0006488(InterPro)|GO:0016020(InterPro)|GO:0034203(PANTHER)
Anogam|LOC3291284	GO:0023052(InterPro)
Anoalb|LOC118465508	GO:0005737(PANTHER)|GO:0008253(PANTHER)
Anoalb|LOC118461276	GO:0000981(PANTHER)|GO:0003677(PANTHER)|GO:0005634(PANTHER)|GO:0006357(PANTHER)|GO:0010468(InterPro)
Anogam|LOC1270082	GO:0005886(PANTHER)|GO:0017147(PANTHER)|GO:0042813(PANTHER)|GO:0060070(PANTHER)
Anogam|LOC1281313	GO:0003924(InterPro)|GO:0003924(PANTHER)|GO:0005741(PANTHER)|GO:0008053(PANTHER)|GO:0051646(PANTHER)
Anogam|LOC1272856	-
Anoalb|LOC118461099	GO:0003677(InterPro)|GO:0016887(InterPro)|GO:0017025(InterPro)
Anoste|protein8238	-
Anoste|protein11703	GO:0004655(PANTHER)|GO:0004655(InterPro)|GO:0005829(PANTHER)|GO:0006783(PANTHER)|GO:0008270(PANTHER)|GO:0033014(InterPro)|GO:0046872(InterPro)
Anoalb|LOC118465828	GO:0006898(PANTHER)|GO:0008104(PANTHER)|GO:0016324(PANTHER)|GO:0030139(PANTHER)
Anoalb|LOC118457079	-
Anogam|LOC1269415	GO:0003352(PANTHER)|GO:0005858(InterPro)|GO:0005930(PANTHER)|GO:0060285(PANTHER)|GO:0070286(InterPro)|GO:0070286(PANTHER)
Anoste|protein7556	GO:0005737(PANTHER)|GO:0016831(PANTHER)
Anofun|LOC125766344	GO:0005814(PANTHER)|GO:0005929(PANTHER)|GO:0030992(PANTHER)|GO:0042073(PANTHER)|GO:0060271(PANTHER)
Anoalb|LOC118464653	GO:0005680(PANTHER)|GO:0005680(InterPro)|GO:0007091(PANTHER)|GO:0031145(PANTHER)|GO:0060090(PANTHER)|GO:0070979(PANTHER)
Anogam|LOC1273360	GO:0005829(PANTHER)
Anoste|protein8895	GO:0000981(PANTHER)|GO:0003700(InterPro)|GO:0005634(PANTHER)|GO:0006357(PANTHER)|GO:0006357(InterPro)|GO:0030154(PANTHER)
Anoalb|LOC118458504	-
Anogam|LOC1273469	GO:0003700(InterPro)|GO:0006357(InterPro)
Anoara|LOC120904241	-
Anofun|LOC125767648	GO:0005794(PANTHER)|GO:0051049(PANTHER)
Anogam|LOC3290654	GO:0000226(PANTHER)|GO:0015631(PANTHER)|GO:0018095(PANTHER)|GO:0036064(PANTHER)|GO:0070740(PANTHER)
Anogam|LOC1279590	GO:0005794(PANTHER)|GO:0006024(PANTHER)|GO:0016311(PANTHER)|GO:0016791(PANTHER)|GO:0050650(PANTHER)
Anoste|protein14396	GO:0005634(PANTHER)|GO:0006364(PANTHER)
Anoalb|LOC118467032	-
Anoste|protein8939	GO:0016020(PANTHER)|GO:1902936(PANTHER)
Anofun|LOC125765092	GO:0005829(PANTHER)|GO:0008465(PANTHER)|GO:0016618(PANTHER)|GO:0030267(PANTHER)
Anogam|LOC1280331	-
Anoalb|LOC118468642	GO:0005634(PANTHER)
Anoalb|LOC118460391	GO:0003713(PANTHER)|GO:0008134(PANTHER)|GO:0016592(PANTHER)|GO:0045944(PANTHER)
Anoara|LOC120903917	GO:0005737(PANTHER)|GO:0006082(PANTHER)|GO:0006805(PANTHER)|GO:0008395(PANTHER)|GO:0016712(PANTHER)|GO:0020037(PANTHER)|GO:0043231(PANTHER)
Anoalb|LOC118459547	-
Anoste|protein10174	-
Anofun|LOC125763328	-
Anoalb|LOC118466971	GO:0004674(PANTHER)|GO:0005634(PANTHER)|GO:0006468(PANTHER)|GO:0007346(PANTHER)
Anoste|protein190	-
Anoalb|LOC118460335	GO:0000122(PANTHER)|GO:0000976(PANTHER)|GO:0001222(PANTHER)|GO:0005634(PANTHER)|GO:0005737(PANTHER)|GO:0032922(PANTHER)|GO:0043153(PANTHER)
Anoara|LOC120904305	-
Anogam|LOC1269649	GO:0003723(PANTHER)|GO:0003735(InterPro)|GO:0003735(PANTHER)|GO:0005840(InterPro)|GO:0006412(InterPro)|GO:0022625(PANTHER)
Anoste|protein12912	GO:0004512(InterPro)|GO:0006021(InterPro)|GO:0008654(InterPro)
Anofun|LOC125769007	-
Anogam|LOC1273612	GO:0000978(PANTHER)|GO:0000981(PANTHER)|GO:0003677(InterPro)|GO:0003700(InterPro)|GO:0005634(InterPro)|GO:0006355(InterPro)|GO:0006357(PANTHER)|GO:0006915(InterPro)
Anoalb|LOC118463618	GO:0001227(InterPro)
Anoalb|LOC118466544	GO:0004842(InterPro)|GO:0005886(PANTHER)|GO:0007165(PANTHER)|GO:0007175(PANTHER)|GO:0017124(PANTHER)|GO:0023051(InterPro)|GO:0030971(PANTHER)|GO:0045121(PANTHER)|GO:0061630(PANTHER)
Anoste|protein18572	GO:0004252(PANTHER)
Anoara|LOC120904668	GO:0005737(PANTHER)|GO:0005856(PANTHER)|GO:0030866(PANTHER)|GO:0051015(PANTHER)
Anoalb|LOC118467506	GO:0005576(PANTHER)
Anoste|protein6159	GO:0004252(PANTHER)
Anoalb|LOC118459351	GO:0000400(PANTHER)|GO:0017108(PANTHER)
Anoara|LOC120893512	GO:0005743(PANTHER)|GO:0006784(InterPro)|GO:0006784(PANTHER)|GO:0016020(InterPro)|GO:0016653(PANTHER)|GO:0120547(InterPro)
Anofun|LOC125765751	GO:0008010(PANTHER)|GO:0062129(PANTHER)
Anoste|protein16568	GO:0007034(InterPro)
Anoalb|LOC118468777	GO:0004984(PANTHER)|GO:0004984(InterPro)|GO:0005549(InterPro)|GO:0005886(PANTHER)|GO:0007608(InterPro)|GO:0016020(InterPro)|GO:0050911(PANTHER)
Anoste|protein10382	GO:0000122(PANTHER)|GO:0000978(PANTHER)|GO:0004879(PANTHER)|GO:0009755(PANTHER)|GO:0030154(PANTHER)|GO:0045944(PANTHER)
Anogam|LOC1270988	GO:0005886(PANTHER)|GO:0007156(PANTHER)|GO:0007411(PANTHER)|GO:0030424(PANTHER)|GO:0070593(PANTHER)|GO:0098632(PANTHER)
Anoste|protein15739	GO:0005930(PANTHER)|GO:0097546(PANTHER)
Anoara|LOC120906283	-
Anogam|LOC1280945	GO:0005516(InterPro)|GO:0007026(PANTHER)|GO:0008017(InterPro)|GO:0031122(PANTHER)|GO:0036449(PANTHER)|GO:0051011(PANTHER)
Anoara|LOC120905978	GO:0000413(PANTHER)|GO:0003755(PANTHER)|GO:0005737(PANTHER)|GO:0006457(PANTHER)|GO:0016018(PANTHER)
Anoste|protein11073	-
Anoste|protein6422	-
Anoste|protein15049	-
Anoara|LOC120906002	GO:0005761(PANTHER)|GO:0005762(InterPro)
Anoalb|LOC118457375	GO:0005737(PANTHER)
Anoste|protein18574	GO:0004252(PANTHER)
Anoste|protein1243	-
Anogam|LOC1270786	GO:0005737(PANTHER)
Anoste|protein6871	GO:0008270(PANTHER)
Anogam|LOC11175919	-
Anoste|protein4609	GO:0004984(PANTHER)|GO:0004984(InterPro)|GO:0005549(InterPro)|GO:0005886(PANTHER)|GO:0007608(InterPro)|GO:0016020(InterPro)|GO:0050911(PANTHER)
Anoste|protein17509	GO:0005741(InterPro)|GO:0005741(PANTHER)|GO:0035694(InterPro)|GO:0035694(PANTHER)|GO:0035695(PANTHER)
Anoalb|LOC118466161	GO:0000977(PANTHER)|GO:0000981(PANTHER)|GO:0005634(PANTHER)|GO:0005667(InterPro)|GO:0006357(PANTHER)|GO:0051726(InterPro)
Anoalb|LOC118459346	GO:0005768(PANTHER)|GO:0006904(PANTHER)|GO:0007032(PANTHER)|GO:0007033(PANTHER)|GO:0030674(PANTHER)|GO:0030897(PANTHER)|GO:0048284(PANTHER)
Anogam|LOC11175925	GO:0000127(PANTHER)|GO:0006383(PANTHER)|GO:0006383(InterPro)
Anogam|LOC1279925	GO:0005634(PANTHER)|GO:0006357(PANTHER)
Anogam|LOC1272330	GO:0003723(PANTHER)|GO:0003735(PANTHER)|GO:0022627(PANTHER)
Anoalb|LOC118458395	GO:0005739(PANTHER)|GO:0005829(PANTHER)|GO:0006979(PANTHER)|GO:0008379(PANTHER)|GO:0033554(PANTHER)|GO:0042744(PANTHER)|GO:0045454(PANTHER)
Anoste|protein18600	GO:0000033(PANTHER)|GO:0004378(InterPro)|GO:0006490(PANTHER)|GO:0009101(InterPro)|GO:0012505(PANTHER)
Anoara|LOC120893894	-
Anogam|LOC1275834	GO:0004735(PANTHER)|GO:0055129(PANTHER)
Anoalb|LOC118459250	GO:0008010(PANTHER)|GO:0040003(PANTHER)|GO:0062129(PANTHER)
Anoste|protein13486	GO:0004842(InterPro)|GO:0004842(PANTHER)|GO:0005634(PANTHER)|GO:0005737(PANTHER)|GO:0034657(PANTHER)|GO:0043161(InterPro)|GO:0043161(PANTHER)
Anoste|protein6202	-
Anoalb|LOC118467723	GO:0007018(InterPro)|GO:0030286(InterPro)|GO:0045505(InterPro)|GO:0051959(InterPro)
Anoste|protein14951	GO:0000956(PANTHER)|GO:0003723(PANTHER)|GO:0004534(PANTHER)|GO:0005634(PANTHER)
Anoste|protein16740	-
Anogam|LOC133391334	GO:0003677(InterPro)|GO:0003917(PANTHER)|GO:0003917(InterPro)|GO:0005634(PANTHER)|GO:0006265(InterPro)|GO:0006265(PANTHER)|GO:0006281(PANTHER)|GO:0006310(PANTHER)
Anogam|LOC1276453	GO:0005576(PANTHER)
Anogam|LOC1278418	GO:0005829(PANTHER)|GO:0007010(InterPro)|GO:0008360(PANTHER)|GO:0016477(PANTHER)|GO:0022604(InterPro)|GO:0030866(PANTHER)|GO:0051015(PANTHER)
Anoste|protein7178	GO:0005829(PANTHER)|GO:0008180(PANTHER)
Anoalb|LOC118459288	GO:0016020(PANTHER)
Anoste|protein16402	-
Anoalb|LOC118462802	GO:0000398(InterPro)|GO:0008380(PANTHER)|GO:0071006(PANTHER)
Anoalb|LOC118461071	GO:0001664(PANTHER)|GO:0002031(PANTHER)|GO:0005737(PANTHER)|GO:0007165(InterPro)
Anoalb|LOC118463369	GO:0005525(InterPro)|GO:0007264(InterPro)
Anoalb|LOC118458865	-
Anogam|LOC1276327	GO:0003730(PANTHER)|GO:0005737(PANTHER)|GO:0043488(PANTHER)
Anoalb|LOC118459502	GO:0000712(PANTHER)|GO:0005634(InterPro)|GO:0006281(InterPro)|GO:0006302(PANTHER)|GO:0008821(PANTHER)|GO:0031297(PANTHER)|GO:0031573(PANTHER)|GO:0048476(PANTHER)|GO:0048476(InterPro)
Anogam|LOC1277808	GO:0000978(PANTHER)|GO:0000981(PANTHER)|GO:0006357(PANTHER)|GO:0009653(PANTHER)|GO:0030154(PANTHER)
Anogam|LOC1278069	GO:0005813(PANTHER)|GO:0005815(PANTHER)|GO:0034454(PANTHER)|GO:0072393(PANTHER)
Anoste|protein15926	GO:0003352(InterPro)
Anoalb|LOC118459690	GO:0005634(PANTHER)|GO:0006606(PANTHER)
Anoste|protein10155	GO:0005886(PANTHER)|GO:0007186(PANTHER)|GO:0008188(PANTHER)|GO:0042923(PANTHER)|GO:0043005(PANTHER)
Anoste|protein5831	GO:0004096(PANTHER)|GO:0004096(InterPro)|GO:0005737(PANTHER)|GO:0005739(PANTHER)|GO:0005777(PANTHER)|GO:0006979(InterPro)|GO:0020037(InterPro)|GO:0020037(PANTHER)|GO:0042542(PANTHER)|GO:0042744(PANTHER)
Anoste|protein12505	GO:0000064(PANTHER)|GO:0005886(PANTHER)|GO:0006865(PANTHER)|GO:0015171(PANTHER)|GO:0015189(PANTHER)|GO:0061459(PANTHER)|GO:0097638(PANTHER)|GO:1903352(PANTHER)
Anogam|LOC5666886	-
Anogam|LOC133393877	GO:0005525(InterPro)
Anoalb|LOC118467544	GO:0005615(PANTHER)|GO:0016042(PANTHER)|GO:0016298(InterPro)|GO:0016298(PANTHER)|GO:0017171(PANTHER)
Anogam|LOC1270183	GO:0004659(PANTHER)|GO:0008299(PANTHER)
Anogam|LOC1275257	GO:0000978(PANTHER)|GO:0000981(PANTHER)|GO:0006357(PANTHER)
Anogam|LOC1277985	-
Anoste|protein13389	-
Anoalb|LOC118467571	GO:0000226(PANTHER)|GO:0008017(PANTHER)|GO:0072686(PANTHER)
Anogam|LOC1277687	GO:0000166(InterPro)|GO:0004823(InterPro)|GO:0004823(PANTHER)|GO:0005524(InterPro)|GO:0006429(InterPro)|GO:0006429(PANTHER)
Anoalb|LOC118466017	GO:0006874(PANTHER)|GO:0015203(PANTHER)|GO:0016020(PANTHER)|GO:0016020(InterPro)|GO:0019829(PANTHER)|GO:0055085(PANTHER)|GO:0140358(InterPro)|GO:1902047(PANTHER)
Anofun|LOC125774964	-
Anogam|LOC1281936	GO:0004609(PANTHER)|GO:0004609(InterPro)|GO:0005739(PANTHER)|GO:0006646(PANTHER)|GO:0008654(InterPro)
Anoste|protein16883	-
Anoste|protein12163	-
Anoalb|LOC118456748	GO:0000381(PANTHER)|GO:0003729(PANTHER)|GO:0005634(PANTHER)|GO:0048024(PANTHER)
Anofun|LOC125768776	GO:0005737(PANTHER)|GO:0016791(PANTHER)
Anogam|LOC133391865	-
Anogam|LOC133393423	GO:0004653(PANTHER)|GO:0005794(PANTHER)|GO:0006493(PANTHER)
Anoste|protein12281	GO:0000978(PANTHER)|GO:0001227(PANTHER)|GO:0005654(PANTHER)|GO:0006357(PANTHER)
Anoste|protein5108	GO:0000027(PANTHER)|GO:0003723(PANTHER)|GO:0005730(PANTHER)
Anoste|protein18803	-
Anofun|LOC125761949	GO:0004058(PANTHER)|GO:0005737(PANTHER)|GO:0006520(InterPro)|GO:0006584(PANTHER)|GO:0016831(InterPro)|GO:0016831(PANTHER)|GO:0042427(PANTHER)
Anofun|LOC125765235	GO:0016020(PANTHER)|GO:1902936(PANTHER)
Anofun|LOC125761437	-
Anoalb|LOC118467114	GO:0000076(PANTHER)|GO:0000278(PANTHER)|GO:0003677(PANTHER)|GO:0003677(InterPro)|GO:0005634(PANTHER)|GO:0030174(PANTHER)|GO:0030174(InterPro)|GO:0070182(PANTHER)|GO:0071163(InterPro)|GO:0071163(PANTHER)
Anoste|protein2023	GO:0002098(PANTHER)|GO:0005829(PANTHER)|GO:0008033(InterPro)|GO:0030488(PANTHER)|GO:0050660(PANTHER)|GO:0050660(InterPro)
Anoalb|LOC118466218	-
Anogam|LOC1278155	GO:0006611(PANTHER)|GO:0032147(PANTHER)|GO:0043539(PANTHER)|GO:0043539(InterPro)|GO:1902554(PANTHER)
Anoste|protein13163	GO:0005509(PANTHER)|GO:0005783(PANTHER)
Anoalb|LOC118462548	GO:0003677(InterPro)|GO:0003677(PANTHER)|GO:0003910(PANTHER)|GO:0003910(InterPro)|GO:0005524(PANTHER)|GO:0005524(InterPro)|GO:0005958(PANTHER)|GO:0006281(InterPro)|GO:0006297(PANTHER)|GO:0006303(PANTHER)|GO:0032807(PANTHER)
Anoste|protein18349	GO:0004348(PANTHER)|GO:0004348(InterPro)|GO:0006665(InterPro)|GO:0006680(PANTHER)
Anoste|protein3084	GO:0008010(PANTHER)|GO:0062129(PANTHER)
Anogam|LOC4578506	GO:0002020(PANTHER)|GO:0031011(InterPro)
Anoalb|LOC118458101	-
Anoalb|LOC118464442	-
Anoalb|LOC118459588	GO:0004568(PANTHER)|GO:0005576(PANTHER)|GO:0006032(PANTHER)|GO:0008061(PANTHER)
Anogam|LOC11175629	GO:0016279(PANTHER)|GO:0018026(PANTHER)
Anoste|protein155	-
Anoalb|LOC118460325	GO:0000111(PANTHER)|GO:0003684(PANTHER)|GO:0003684(InterPro)|GO:0003697(PANTHER)|GO:0005634(InterPro)|GO:0005737(PANTHER)|GO:0006289(PANTHER)|GO:0006289(InterPro)|GO:0006298(PANTHER)|GO:0071942(PANTHER)
Anofun|LOC125767187	GO:0007009(PANTHER)
Anoste|protein2306	GO:0004090(PANTHER)
Anoalb|LOC118462017	GO:0005096(InterPro)|GO:0005096(PANTHER)|GO:0005622(PANTHER)|GO:0032956(PANTHER)|GO:0035020(PANTHER)|GO:0043547(InterPro)
Anogam|LOC1275087	GO:0005829(PANTHER)|GO:0008240(PANTHER)
Anoalb|LOC118458224	GO:0016020(PANTHER)|GO:1902936(PANTHER)
Anoalb|LOC118458489	-
Anoalb|LOC118462931	GO:0009986(PANTHER)|GO:0016020(InterPro)|GO:0016477(PANTHER)
Anoalb|LOC118467198	GO:0003333(PANTHER)|GO:0015179(PANTHER)
Anoalb|LOC118457362	-
Anoalb|LOC118462766	GO:0001676(PANTHER)|GO:0004467(PANTHER)|GO:0005324(PANTHER)|GO:0005789(PANTHER)|GO:0005886(PANTHER)|GO:0015245(PANTHER)|GO:0044539(PANTHER)
Anoste|protein12603	GO:0008234(InterPro)
Anogam|LOC1279595	GO:0000902(PANTHER)|GO:0003779(PANTHER)|GO:0003779(InterPro)|GO:0005737(PANTHER)|GO:0007010(InterPro)|GO:0007015(PANTHER)|GO:0008179(PANTHER)|GO:0019933(PANTHER)
Anoste|protein18004	GO:0005509(PANTHER)|GO:0005737(PANTHER)
Anogam|LOC1278001	-
Anofun|LOC125765931	-
Anoara|LOC120895981	GO:0005737(PANTHER)|GO:0005783(PANTHER)|GO:0043161(PANTHER)|GO:0045047(PANTHER)
Anoalb|LOC118459927	-
Anogam|LOC11175840	GO:0004768(PANTHER)|GO:0005506(PANTHER)|GO:0005789(PANTHER)|GO:0006636(PANTHER)|GO:0016717(InterPro)
Anogam|LOC1275140	-
Anoste|protein16071	GO:0004995(PANTHER)|GO:0004995(InterPro)|GO:0005886(InterPro)|GO:0005886(PANTHER)|GO:0007186(InterPro)|GO:0016020(InterPro)
Anoara|LOC120900834	GO:0005085(InterPro)|GO:0005085(PANTHER)|GO:0005886(PANTHER)|GO:0007264(InterPro)|GO:0007265(PANTHER)|GO:0016324(PANTHER)
Anogam|LOC1279259	GO:0005634(PANTHER)|GO:0005737(PANTHER)|GO:0031397(PANTHER)|GO:0032435(PANTHER)|GO:0036435(PANTHER)|GO:1903094(PANTHER)
Anoalb|LOC118459863	GO:0000209(PANTHER)|GO:0006511(InterPro)|GO:0006974(PANTHER)|GO:0016607(PANTHER)|GO:0043161(PANTHER)|GO:0061630(InterPro)|GO:0061630(PANTHER)
Anoara|LOC120902268	-
